id,name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1290351,nancybaym      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.93E+02,2.95E+03
1298061,vendorprisey   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E+03,1.99E+03
1298261,jhkchan        ,0.00E+00,0.00E+00,0.00E+00,8.00E+00,2.10E+01,3.70E+01,4.90E+02,2.36E+02,5.60E+01,4.10E+01,2.30E+01,7.00E+00,4.00E+00,0.00E+00
1314101,eytanadar      ,0.00E+00,1.00E+00,0.00E+00,2.00E+00,3.50E+01,1.43E+02,9.70E+01,7.40E+01,7.10E+01,5.90E+01,9.00E+01,6.40E+01,7.10E+01,1.33E+02
1320161,lsinger        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.33E+02,7.51E+02,5.40E+02,4.82E+02,2.32E+02,1.35E+02,1.35E+02
1323551,shaunkane      ,0.00E+00,3.00E+01,1.72E+02,2.94E+02,1.41E+02,2.72E+02,3.15E+02,2.38E+02,2.63E+02,1.83E+02,1.53E+02,1.35E+02,1.60E+01,8.60E+01
1340011,fabiogiglietto ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.78E+02,3.83E+02,3.97E+02,2.98E+02,3.51E+02,4.22E+02,6.03E+02
1361151,thomasjelonek  ,0.00E+00,0.00E+00,2.30E+01,7.60E+01,4.00E+00,1.08E+02,1.28E+02,1.03E+02,8.20E+01,9.50E+01,4.41E+02,2.45E+02,1.02E+02,6.00E+01
1421171,dJdU           ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.46E+03,1.71E+03
1444261,zef            ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+03,6.26E+02,5.63E+02,2.42E+02,3.44E+02,2.19E+02
1468801,benrito        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.72E+02,6.31E+02,3.63E+02,4.78E+02,4.10E+02,1.77E+02,2.53E+02
1514211,jyew           ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1527461,ssn            ,0.00E+00,0.00E+00,0.00E+00,1.21E+03,7.24E+02,3.35E+02,2.39E+02,1.75E+02,2.06E+02,5.90E+01,6.60E+01,5.60E+01,5.10E+01,1.03E+02
1538351,pragmatic      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.00E+01
1583811,jtauber        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E+02,2.96E+03
1599351,gabig58        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.79E+02,5.73E+02,5.06E+02,2.83E+02,2.04E+02,3.38E+02,3.17E+02,2.97E+02
1604371,taodong        ,0.00E+00,2.00E+00,2.70E+01,2.51E+02,1.62E+02,5.20E+01,6.40E+01,1.07E+02,8.10E+01,4.80E+01,4.10E+01,3.30E+01,5.70E+01,6.30E+01
1625291,carbonem       ,0.00E+00,1.00E+00,0.00E+00,8.00E+00,0.00E+00,4.00E+00,2.70E+01,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1675071,georgemoore    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.78E+02,1.10E+03,1.17E+03
1689081,marcedavis     ,0.00E+00,0.00E+00,1.98E+02,9.53E+02,7.23E+02,1.67E+02,3.26E+02,3.80E+02,3.86E+02,2.00E+00,2.50E+01,1.00E+00,2.40E+01,1.60E+01
1689841,benkarel       ,0.00E+00,0.00E+00,2.10E+01,1.03E+02,5.60E+01,1.70E+01,8.00E+00,2.10E+01,3.50E+01,2.30E+01,2.50E+01,1.00E+01,3.00E+01,1.70E+01
1705871,peterhoneyman  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.21E+02,2.89E+03
1734101,pvk            ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.18E+02,7.34E+02,6.06E+02,4.25E+02,4.31E+02,3.28E+02,2.86E+02
1750471,Vic_peacock    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.91E+02,6.68E+02,7.13E+02,5.96E+02,4.40E+02
1783481,DeLuCa         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E+03,1.72E+03
1833561,arbesman       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,3.00E+00
1845211,npdoty         ,0.00E+00,1.30E+01,1.37E+02,2.65E+02,1.95E+02,1.71E+02,1.78E+02,2.36E+02,4.64E+02,2.92E+02,3.49E+02,5.40E+01,1.90E+01,8.10E+01
1851621,aneesha        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.99E+02,2.31E+03
1855871,arkaitz        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.41E+02,6.82E+02,6.41E+02,5.18E+02,5.27E+02,5.06E+02
1857391,aurbieta       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.75E+02,7.91E+02,4.42E+02,2.88E+02,2.19E+02,1.87E+02,2.73E+02,3.01E+02
1866731,klamma         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E+03,2.20E+03
1874641,MosaicMarj     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.08E+02,7.99E+02,1.37E+03,5.10E+02
1955231,ronenbarzel    ,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1991321,suzan          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+03,2.04E+03
2006841,yesthattom     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.67E+02,1.32E+03,9.09E+02
2011111,DavidBamford   ,0.00E+00,1.60E+01,1.41E+02,1.63E+02,7.60E+01,1.42E+02,6.00E+01,1.74E+02,2.65E+02,2.23E+02,1.64E+02,2.30E+02,2.70E+02,2.46E+02
2025101,PFCdgayo       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.70E+01,2.05E+02,1.18E+03,1.36E+03,3.77E+02
2046291,coughlin       ,0.00E+00,7.51E+02,6.40E+02,2.18E+02,2.80E+01,3.00E+00,4.00E+00,7.00E+00,1.32E+02,2.44E+02,3.12E+02,2.64E+02,5.30E+01,1.10E+02
2055361,axelroselius   ,0.00E+00,0.00E+00,1.57E+02,3.97E+02,3.45E+02,4.32E+02,1.51E+02,1.56E+02,1.02E+02,1.04E+02,1.87E+02,1.08E+02,4.80E+01,1.30E+01
2057701,matthes        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.64E+02,5.32E+02,8.31E+02,6.33E+02,3.46E+02
2061681,gumption       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.06E+02,7.04E+02,7.30E+02,7.51E+02,2.39E+02,1.31E+02,2.30E+01,1.20E+01
2138491,Jimbola        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.65E+02,1.41E+03,8.35E+02,3.70E+02,1.22E+02,5.90E+01,1.26E+02,9.60E+01,4.70E+01
2189791,TMills         ,0.00E+00,3.00E+00,4.00E+00,5.70E+01,3.80E+01,1.44E+02,8.00E+01,1.70E+02,2.36E+02,3.08E+02,2.98E+02,2.21E+02,1.40E+02,1.81E+02
2319611,shaver         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.79E+02,8.66E+02,7.83E+02,4.64E+02,1.32E+02,1.18E+02,5.85E+02
2331061,nopiedra       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.22E+03
2335431,yy             ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.34E+02,9.45E+02,5.00E+02,8.93E+02,1.87E+02,2.04E+02,2.26E+02
2383781,ErikDuval      ,0.00E+00,0.00E+00,3.40E+01,4.05E+02,4.55E+02,7.28E+02,6.37E+02,5.20E+02,2.76E+02,1.27E+02,1.00E+00,0.00E+00,0.00E+00,0.00E+00
2384071,timoreilly     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.90E+03,1.29E+03
2490401,boldi          ,0.00E+00,2.00E+00,2.00E+00,1.20E+01,1.50E+01,1.90E+01,2.43E+02,2.07E+02,7.60E+01,7.70E+01,2.80E+01,2.10E+01,1.10E+01,7.00E+00
2519891,ccb            ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+02,2.33E+02,4.18E+02,2.15E+02,7.40E+01,1.79E+02,5.40E+01,3.10E+01,8.00E+00
2571701,ratazzi        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.90E+01,4.80E+01,1.02E+02,1.92E+02,3.60E+01,6.10E+01,5.10E+01,3.00E+01,1.50E+01
2572131,batwingd       ,0.00E+00,1.47E+02,2.30E+01,3.99E+02,4.43E+02,1.02E+02,8.40E+01,5.00E+01,8.40E+01,4.10E+01,1.70E+01,4.00E+00,4.00E+00,0.00E+00
2649941,belch          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2653761,charoy         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E+02,3.77E+02,4.68E+02,3.48E+02,3.36E+02,3.56E+02,3.55E+02,8.15E+02
2668571,pacorro2000    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.25E+02,4.71E+02,7.55E+02,5.11E+02,2.48E+02,1.63E+02,1.26E+02
2678041,pmorrison      ,0.00E+00,1.00E+00,0.00E+00,1.00E+00,9.50E+01,2.03E+02,4.70E+01,2.70E+01,2.70E+01,1.10E+01,2.90E+01,3.90E+01,4.60E+01,1.36E+02
2729061,doctorow       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.24E+03
2730941,zzamboni       ,0.00E+00,0.00E+00,0.00E+00,3.05E+02,5.81E+02,4.83E+02,7.05E+02,2.94E+02,3.92E+02,1.24E+02,9.70E+01,9.70E+01,1.00E+02,4.60E+01
2995951,PhilCWM        ,0.00E+00,0.00E+00,0.00E+00,7.33E+02,5.15E+02,2.33E+02,5.60E+01,2.00E+01,2.00E+00,4.00E+00,7.00E+00,2.20E+02,3.80E+01,1.00E+00
3013951,matthewhurst   ,0.00E+00,1.40E+01,2.60E+01,2.68E+02,2.20E+02,1.73E+02,1.51E+02,3.50E+01,7.00E+00,9.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
3066401,feKaylius      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E+03,8.24E+02,4.03E+02,2.21E+02,1.80E+02,1.41E+02,7.80E+01,0.00E+00,0.00E+00
3080761,mattcutts      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.19E+02,1.34E+03,6.53E+02,7.36E+02
3091151,SeanAGilpin    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00
3094891,asbruckman     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.29E+02,4.01E+02,4.42E+02,2.91E+02,4.46E+02,3.92E+02,3.89E+02,3.42E+02
3111041,lianqiao       ,0.00E+00,3.10E+01,3.00E+01,1.54E+02,1.39E+02,2.58E+02,1.60E+01,2.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
3114531,renggli        ,0.00E+00,0.00E+00,7.00E+00,1.85E+02,2.44E+02,8.10E+01,2.70E+01,1.80E+01,1.00E+01,8.00E+00,1.90E+01,1.10E+01,3.00E+00,0.00E+00
3132481,beki70         ,0.00E+00,4.00E+00,3.00E+00,2.68E+02,4.93E+02,3.48E+02,2.37E+02,1.32E+02,7.90E+01,6.30E+01,2.70E+01,1.02E+02,1.49E+02,8.60E+01
3133701,kedwards       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+01,9.00E+00,4.00E+00,3.00E+00,0.00E+00,0.00E+00,2.00E+00,6.00E+00,0.00E+00
3183721,gilgul         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.61E+02,1.21E+03,7.41E+02,3.26E+02,2.73E+02,1.49E+02,7.80E+01,7.00E+01
3197501,AnnaDumitriu   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.63E+02,9.48E+02,6.39E+02,6.00E+02
3237831,stevedekorte   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.12E+02,9.42E+02,8.94E+02,6.57E+02
3304471,mdr            ,0.00E+00,1.00E+00,0.00E+00,3.00E+00,2.30E+01,2.40E+01,1.20E+01,1.80E+01,2.00E+01,4.50E+01,1.23E+02,7.69E+02,4.31E+02,3.99E+02
3332231,JeffD          ,0.00E+00,1.00E+00,0.00E+00,9.30E+01,2.00E+02,5.94E+02,2.78E+02,8.60E+01,6.10E+01,4.20E+01,2.50E+01,5.50E+01,1.27E+02,1.55E+02
3385611,holtzman       ,0.00E+00,8.70E+01,7.90E+01,1.30E+01,2.00E+00,0.00E+00,0.00E+00,2.70E+01,5.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
3391301,shintaka       ,0.00E+00,1.40E+01,0.00E+00,1.60E+02,1.17E+02,1.71E+02,5.40E+01,3.60E+01,4.00E+01,2.80E+01,3.50E+01,3.10E+01,2.60E+01,3.60E+01
3495581,junjun         ,0.00E+00,1.78E+02,7.46E+02,3.66E+02,1.06E+02,5.90E+01,6.90E+01,1.50E+01,1.50E+01,3.00E+00,0.00E+00,8.00E+00,6.00E+00,9.00E+00
3517251,assis          ,0.00E+00,0.00E+00,0.00E+00,6.00E+00,4.60E+01,1.14E+02,2.70E+01,4.00E+00,2.30E+01,1.00E+00,1.70E+01,6.60E+01,4.08E+02,4.04E+02
3557851,pobs           ,0.00E+00,2.00E+00,3.10E+01,8.50E+01,1.13E+02,1.63E+02,1.87E+02,1.86E+02,4.70E+01,2.20E+01,3.50E+01,1.00E+01,5.00E+00,9.00E+00
3610501,bookslope      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.51E+02,6.86E+02,4.33E+02,3.02E+02,1.35E+03
3643961,alain_chesnais ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.84E+02,1.07E+03,6.07E+02,2.79E+02,3.62E+02,3.81E+02,1.62E+02
3702651,MichaelStal    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+02,3.30E+01,5.00E+01,4.80E+01,4.00E+01,2.07E+02,3.02E+02,2.43E+03
3722601,TheLeeWilliams ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
3767811,keigoi         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+03,1.14E+03,9.47E+02
3819831,federkasten    ,0.00E+00,0.00E+00,0.00E+00,2.93E+03,5.70E+01,1.20E+01,0.00E+00,2.90E+01,1.24E+02,1.90E+01,1.00E+00,3.00E+01,1.70E+01,1.00E+00
3893631,gothwin        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
3922921,steveportigal  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.23E+03
3962871,yoonsuk        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.29E+02,2.29E+03,5.93E+02
4004621,siio           ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.25E+02,9.09E+02,8.49E+02,3.34E+02,1.72E+02,6.00E+00,0.00E+00,0.00E+00,0.00E+00
4006221,sgt101         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
4034021,shuuuuuu1      ,0.00E+00,1.23E+02,2.17E+02,1.57E+02,2.67E+02,1.40E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
4038531,goethals       ,0.00E+00,2.10E+01,0.00E+00,1.00E+00,7.00E+00,1.90E+01,3.50E+01,4.20E+01,9.40E+01,5.30E+01,5.40E+01,5.50E+01,5.00E+01,4.70E+01
4046381,kpi            ,0.00E+00,2.00E+00,1.00E+00,3.50E+01,1.95E+02,2.34E+02,1.12E+02,0.00E+00,0.00E+00,2.30E+01,1.45E+02,2.97E+02,2.30E+01,7.00E+00
4049711,hiranabe       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.25E+02,1.16E+03,1.43E+03
4075221,alinapom       ,0.00E+00,2.32E+02,1.12E+02,1.31E+02,1.09E+02,1.00E+01,7.00E+00,1.20E+01,1.10E+01,5.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
4076241,kaytwo         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.20E+01,4.90E+01,2.30E+02,1.00E+02,1.32E+02,1.63E+02,1.00E+02,1.30E+01,6.10E+01
4097451,dollop         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
4097781,mdinitz        ,0.00E+00,1.05E+02,2.70E+01,3.55E+02,1.69E+02,3.49E+02,2.22E+02,6.00E+01,9.60E+01,6.10E+01,4.00E+01,3.10E+01,3.30E+01,4.80E+01
4128491,sesejun        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.77E+02,1.53E+03,7.03E+02
4136381,marcosc        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.93E+02,1.23E+03,9.75E+02
4206851,bjelline       ,0.00E+00,1.00E+00,4.60E+01,1.19E+02,1.37E+02,1.21E+02,1.84E+02,1.34E+02,7.40E+01,1.68E+02,1.78E+02,9.40E+01,6.60E+01,5.30E+01
4212771,niw            ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.25E+03
4216361,dalmaer        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E+03,2.00E+03
4220521,scottkelley    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
4320871,koemu          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.56E+02,2.27E+03
4354221,kzk_mover      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.38E+03,1.06E+03,3.00E+02,1.98E+02,1.55E+02,1.29E+02
4355751,kame           ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.34E+03,6.75E+02,1.03E+02,2.80E+01,5.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
4489431,rvilalta       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,4.10E+01,5.90E+01,1.36E+02,1.02E+02,1.79E+02,2.40E+02,3.48E+02
4517721,declanm        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00
4550841,justinmarshall ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+02,2.43E+02,1.38E+02,9.40E+01,1.44E+02,4.70E+02,9.26E+02,7.21E+02,3.35E+02
4555021,hmoore         ,0.00E+00,2.00E+00,3.00E+00,1.60E+01,3.00E+01,6.10E+01,7.30E+01,1.02E+02,2.17E+02,1.22E+02,4.70E+01,1.90E+01,1.00E+00,9.00E+00
4638781,hkjung         ,0.00E+00,7.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
4752351,muziyoshiz     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.61E+02,9.93E+02,6.88E+02,6.61E+02
4774221,adriancheok    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.06E+02
4790351,brynskov       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+01,1.06E+03,7.59E+02,4.74E+02,3.04E+02,2.14E+02,1.72E+02,1.93E+02
4794501,sunilgarg      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.31E+02,7.37E+02,7.14E+02,4.25E+02,3.52E+02,6.70E+01,5.60E+01,5.90E+01,2.20E+01,1.10E+01
4799711,manboubird     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E+02,6.88E+02,6.23E+02,5.93E+02,4.06E+02,6.31E+02
4869131,AsaC           ,0.00E+00,7.80E+01,0.00E+00,4.00E+00,1.30E+01,1.00E+00,3.10E+01,9.40E+01,2.10E+01,6.00E+00,3.70E+02,7.47E+02,5.70E+02,3.85E+02
5062191,daisukeuriu    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.81E+02,9.62E+02,3.38E+02,2.39E+02,1.15E+02,8.50E+01,1.53E+02,3.50E+02,2.22E+02
5072641,dreamedge      ,0.00E+00,2.55E+02,9.50E+01,3.40E+01,1.15E+02,3.59E+02,2.49E+02,9.80E+01,3.80E+01,6.00E+01,1.70E+01,0.00E+00,0.00E+00,0.00E+00
5082391,Ramirez        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5124161,fantasticlife  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.20E+01,1.93E+03,1.23E+03
5182651,kurisu         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.71E+02,7.34E+02,6.49E+02,5.78E+02,2.02E+02,2.31E+02,1.47E+02
5208871,matsumur       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+02,9.71E+02,7.21E+02,5.10E+02,3.71E+02,1.85E+02,1.81E+02,1.70E+02
5215641,ftake          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.77E+02,1.04E+03,7.95E+02,3.87E+02
5224811,gxwalsh        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.22E+02,1.03E+03,7.60E+02,1.12E+03
5239551,markster       ,0.00E+00,5.00E+00,1.96E+02,1.25E+02,1.80E+01,2.00E+00,0.00E+00,1.00E+00,2.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00
5240201,unnonouno      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.13E+02,9.30E+02,8.46E+02,8.24E+02,3.96E+02
